@relation 'day-of-week-train_set.txt'
@attribute F0 real
@attribute F1 real
@attribute F2 real
@attribute F3 real
@attribute F4 real
@attribute F5 real
@attribute F6 real
@attribute F7 real
@attribute F8 real
@attribute F9 real
@attribute F10 real
@attribute F11 real
@attribute F12 {1,-1}
@data
0.005342595922901165,0,2,0.0041928721174004195,0.025695990389290255,10,0.015408320493066256,0.04504778726311261,13,466,573,86,-1
0.004792289734805775,0,1,0.012987012987012988,0.034401045807689073,1,0.0017421602787456446,0.02953980956336956,13,65,573,2,-1
0.06918907236778311,1,459,0.07965984033321763,0.15814270968749627,115,0.12582056892778992,0.30608714612364407,1992,4229,163,866,1
0.06892898482440257,1,557,0.0555333998005982,0.13461318117781357,18,0.07114624505928854,0.1356646894938404,1992,8595,163,108,1
0.06918907236778311,0,230,0.06449803701626472,0.12132907940702099,72,0.11842105263157894,0.24802383746109302,1992,1804,163,517,1
0.06918907236778311,0,62,0.02775290957923008,0.07967282760695885,9,0.04054054054054054,0.08548585326183089,1992,304,163,68,1
0.06918907236778311,1,273,0.07386363636363637,0.13756712000723315,64,0.19753086419753085,0.3341911253281951,1992,1977,163,225,1
0.006754966101641248,0,1,4.8426150121065375E-4,0.0026045906254267676,0,0.0,0.0,1992,74,163,16,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,1992,221,163,24,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,1992,44,163,2,-1
0.005380054966320745,0,0,0.0,0.0,0,0.0,0.0,1992,213,163,166,-1
0.10347727860714892,0,24,0.13872832369942195,0.2441870782669439,19,0.08755760368663594,0.16101694915254236,105,92,118,118,1
0.10434449006446467,1,41,0.17083333333333334,0.30160106674745607,74,0.1778846153846154,0.35319882175752765,105,176,118,372,1
0.10423104898955399,1,22,0.13496932515337423,0.24003967925959163,31,0.2198581560283688,0.3883504478014616,105,80,118,54,1
0.10423104898955399,1,19,0.11515151515151516,0.20861493927157157,43,0.2471264367816092,0.3978412901849144,105,79,118,99,1
0.10431965270162995,0,17,0.048295454545454544,0.10210624577216336,36,0.040955631399317405,0.11739033349605801,105,264,118,797,1
0.007318695199253523,0,0,0.0,0.0,2,0.003838771593090211,0.009148744106584646,105,67,118,405,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,105,96,118,45,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,105,184,118,42,-1
0.007365372978563447,0,0,0.0,0.0,0,0.0,0.0,105,1562,118,181,-1
0.12911645938874383,0,5,0.0048543689320388345,0.025369273564499292,14,0.013320647002854425,0.0794506095374832,39,996,30,1035,1
0.13067204755400333,1,3,0.0016835016835016834,0.011496531444875831,3,0.009404388714733543,0.03205303823780162,39,1746,30,292,1
0.1307636521669825,0,0,0.0,0.0,10,0.016863406408094434,0.07627146032604593,39,13,30,573,1
0.12911645938874383,1,8,0.007194244604316547,0.03896232247494579,11,0.037037037037037035,0.12045079196656078,39,1081,30,278,1
0.13207792130731288,1,5,0.01718213058419244,0.04994259899777243,4,0.037037037037037035,0.08064778385455118,39,257,30,82,1
0.0,0,0,0.0,0.0,0,0.0,0.0,39,0,30,34,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,39,350,30,73,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,39,73,30,2,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,39,179,30,21,-1
0.07882783101855895,0,20,0.013986013986013986,0.027618408833305377,31,0.011760242792109257,0.0771368651767093,760,690,62,2605,1
0.07900601882169213,0,4,0.0035746201966041107,0.007615525605303554,3,0.026785714285714284,0.05233442719890388,760,363,62,53,1
0.08022989687394483,0,14,0.015300546448087432,0.03906410577515448,5,0.03787878787878788,0.07332355751067664,760,169,62,75,1
0.08200737674847185,1,158,0.03884927464961888,0.09736405910846052,23,0.09504132231404959,0.20501421390728092,760,3465,62,203,1
0.07959674382304284,1,44,0.025243832472748137,0.04980359107128272,7,0.0546875,0.104049683907096,760,1027,62,73,1
0.004987166384918763,0,2,0.0024752475247524753,0.01025978352085154,2,0.025974025974025976,0.06160411036336975,760,50,62,17,-1
0.003175705463937128,0,19,0.003806852334201563,0.010571882797418487,4,0.02072538860103627,0.043721722385596865,760,4250,62,135,-1
0.004886476576368014,0,1,0.001091703056768559,0.0028949654010277633,0,0.0,0.0,760,157,62,10,-1
0.005059695077694914,0,16,0.015717092337917484,0.035062098470222985,4,0.025974025974025976,0.05184758473652126,760,274,62,96,-1
0.09265791744029539,1,15,0.029411764705882353,0.05755878314467002,6,0.05,0.12327321425382481,231,294,103,23,1
0.09359333100162354,1,22,0.020522388059701493,0.04927325956377869,12,0.059113300492610835,0.1117258384085788,231,863,103,112,1
0.09265791744029539,1,22,7.915092642561611E-4,0.008715099001130764,20,0.02098635886673662,0.06681158225722447,231,27586,103,870,1
0.09285929342961467,0,3,0.006802721088435374,0.013524632189949653,54,0.03862660944206009,0.1448669019554582,231,213,103,1349,1
0.09301668886813788,0,4,0.01652892561983471,0.06795295885835008,35,0.018334206390780514,0.08037528719504934,231,15,103,1841,1
0.0,0,0,0.0,0.0,0,0.0,0.0,231,48,103,15,-1
0.005147980680950094,0,4,0.01020408163265306,0.020488587993418586,1,0.006535947712418301,0.013797369644231547,231,165,103,51,-1
0.00727810326913882,0,1,0.0030959752321981426,0.006822641251392883,2,0.014285714285714285,0.031555791640509485,231,93,103,39,-1
0.005321893350599943,0,1,0.002932551319648094,0.00624500112089974,0,0.0,0.0,231,111,103,81,-1
0.10589054872681436,0,5,0.024154589371980676,0.05380700677417882,7,0.02023121387283237,0.05351469261917771,157,55,58,295,1
0.10479223275628959,0,15,0.08196721311475409,0.18696034659189883,17,0.10240963855421686,0.19965487463499917,157,41,58,125,1
0.10589054872681436,1,5,0.016722408026755852,0.03291254839886367,9,0.024861878453038673,0.06679690557720376,157,147,58,313,1
0.10216328498551491,0,0,0.0,0.0,5,0.027777777777777776,0.05825780896314235,157,7,58,127,1
0.10216328498551491,1,26,0.04788213627992634,0.10222918859203334,10,0.06535947712418301,0.1281419574064149,157,412,58,105,1
0.0,0,0,0.0,0.0,0,0.0,0.0,157,9,58,135,-1
0.005571166908748074,0,2,2.8989708653428034E-4,0.001943664885209855,1,0.0017857142857142857,0.005854664468987365,157,6744,58,503,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,157,24,58,58,-1
0.00866542090937665,0,6,0.015189873417721518,0.030655366380779987,0,0.0,0.0,157,244,58,18,-1
0.1485190862716294,0,0,0.0,0.0,0,0.0,0.0,143,61,29,113,1
0.10894656644602266,1,6,0.023622047244094488,0.04638636070427132,0,0.0,0.0,143,117,29,8,1
0.10383048207838158,0,4,0.017777777777777778,0.036069718003312844,3,0.04477611940298507,0.08700221858486124,143,86,29,41,1
0.10801182224117188,1,15,0.06147540983606557,0.11646468213459324,5,0.11363636363636363,0.20761369963434992,143,116,29,20,1
0.10383048207838158,1,3,0.00631578947368421,0.013706634512631991,5,0.04424778761061947,0.09841833239736952,143,335,29,89,1
0.004685145373545021,0,1,0.005128205128205128,0.011486667409215924,1,0.02857142857142857,0.07018624063435965,143,53,29,7,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,143,184,29,24,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,143,599,29,22,-1
0.004817757897295313,0,2,0.009259259259259259,0.019312181983410705,1,0.0049261083743842365,0.014037248126871928,143,75,29,175,-1
0.1181235596970768,1,8,0.021621621621621623,0.056086861679757904,5,0.017857142857142856,0.06093031849993657,65,313,26,259,1
0.120690341739846,1,2,0.007220216606498195,0.016957679805484425,0,0.0,0.0,65,214,26,82,1
0.16972777852106744,0,0,0.0,0.0,0,0.0,0.0,65,33,26,212,1
0.12323106755525898,0,0,0.0,0.0,4,0.0032626427406199023,0.022607892210167617,65,15,26,1204,1
0.12184212594551369,0,1,0.005780346820809248,0.0118803729069973,3,0.004335260115606936,0.022746863518538347,65,109,26,669,1
0.004971707349698506,0,3,0.0012320328542094457,0.007638634100092934,1,0.003205128205128205,0.011576369428032278,65,2373,26,287,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,65,42,26,8,-1
0.00682497818830938,0,2,0.009174311926605505,0.019925419255468715,0,0.0,0.0,65,155,26,17,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,65,198,26,28,-1
0.10899447286393807,0,2,0.0013513513513513514,0.004787251481432516,0,0.0,0.0,129,1353,6,115,1
0.10931168029813944,0,5,0.006142506142506142,0.016759096583015595,1,3.831417624521073E-4,0.007998720307118103,129,690,6,2605,1
0.10794353992397639,0,3,0.010416666666666666,0.02075242687882301,1,5.302226935312832E-4,0.009413041578748418,129,162,6,1881,1
0.11056882396720143,0,20,0.006476683937823834,0.03226263901792531,1,5.698005698005698E-4,0.009759000729485332,129,2979,6,1750,1
0.15432694466290026,1,0,0.0,0.0,0,0.0,0.0,129,6965,6,186,1
0.006239121155123898,0,0,0.0,0.0,0,0.0,0.0,129,348,6,59,-1
0.006267795330604778,0,3,0.004777070063694267,0.011788934126948548,0,0.0,0.0,129,502,6,36,-1
0.006886314781428707,0,1,0.003787878787878788,0.007549804236114203,0,0.0,0.0,129,136,6,40,-1
0.006109843088671225,0,1,0.0025380710659898475,0.005398390871534325,0,0.0,0.0,129,266,6,19,-1
0.10158111255158135,1,4,0.05063291139240506,0.10192943828752511,103,0.1355263157894737,0.282364569380321,28,55,201,662,1
0.10158111255158135,1,6,0.005212858384013901,0.033746230123924505,55,0.09385665529010238,0.18494318073263064,28,1129,201,440,1
0.09891478719665611,0,4,0.044444444444444446,0.09304842103984709,58,0.08226950354609928,0.17256861242071728,28,66,201,562,1
0.10158111255158135,0,0,0.0,0.0,45,0.014102162331557505,0.05761494310579991,28,3,201,3035,1
0.10015117768650143,0,5,0.08196721311475409,0.15328483487124145,68,0.2446043165467626,0.39831520289562145,28,38,201,145,1
0.005314326070744926,0,1,3.5323207347227127E-4,0.003568880281006769,3,0.007371007371007371,0.014636932935417495,28,2804,201,209,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,28,103,201,16,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,28,294,201,23,-1
0.009147888232922265,0,0,0.0,0.0,2,0.006825938566552901,0.01455016908304103,28,243,201,94,-1
0.05689840377042344,1,244,0.008979832180185485,0.01807693174460367,13,0.03324808184143223,0.06797159139826438,11317,16099,137,267,1
0.0565105521760252,1,147,0.008791340230847437,0.01854667505988262,16,0.02593192868719611,0.06137886606124273,11317,5551,137,496,1
0.05789530757968149,1,509,0.04089667363008195,0.11822114892038225,19,0.09359605911330049,0.1760693879379031,11317,1638,137,85,1
0.057850552165561585,1,46,0.004013261210957948,0.03128783337656679,4,0.02666666666666667,0.08288486740756482,11317,191,137,17,1
0.0574156005479031,1,347,0.010299486509750379,0.02163964321327341,20,0.03048780487804878,0.0735995788938541,11317,22721,137,539,1
0.0,0,0,0.0,0.0,0,0.0,0.0,11317,24,137,7,-1
0.0024311949927624094,0,43,0.0026066925315227935,0.005593509292256263,6,0.025974025974025976,0.05126145946300566,11317,5222,137,100,-1
0.0,0,3,2.615062761506276E-4,0.002243505059591532,0,0.0,0.0,11317,158,137,15,-1
0.0032628561935334434,0,3,2.5449609772650153E-4,0.0012952882500834584,0,0.0,0.0,11317,474,137,46,-1
0.07030031455540485,1,239,0.0401343408900084,0.08290825624672708,94,0.10307017543859649,0.2699634003811712,1965,4229,140,866,1
0.07030031455540485,0,2,9.871668311944718E-4,0.005684319017539575,20,0.021810250817884406,0.059873799285093725,1965,63,140,797,1
0.07030031455540485,1,218,0.005976204835791436,0.026388613497046496,54,0.06792452830188679,0.17139834510876872,1965,34731,140,709,1
0.07181255272092593,0,8,0.0038095238095238095,0.015091787827263163,2,0.011976047904191617,0.03138824102871723,1965,143,140,29,1
0.07030031455540485,1,136,0.037434627030002755,0.07223361738288085,52,0.0859504132231405,0.19328317643953521,1965,1804,140,517,1
0.004340159769713768,0,1,3.944773175542406E-4,9.440623295057237E-4,1,0.003401360544217687,0.006788442333021306,1965,571,140,155,-1
0.005526462856154165,0,1,5.01002004008016E-4,0.003987895170141852,0,0.0,0.0,1965,32,140,11,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,1965,114,140,10,-1
0.0044309689857992204,0,19,0.009077878643096034,0.03535197294792073,3,0.015873015873015872,0.03516054232038716,1965,147,140,52,-1
0.13289261479218578,1,7,0.002511661284535343,0.01928089346047362,6,0.015503875968992248,0.06946752669712337,48,2746,20,373,1
0.1377499118262913,0,2,0.009216589861751152,0.022075539284417398,1,0.030303030303030304,0.05976143046671968,48,171,20,14,1
0.13381916654196466,0,0,0.0,0.0,3,8.172160174339417E-4,0.011097419040461881,48,18,20,3654,1
0.13640781582249226,0,12,0.0975609756097561,0.1856953381770519,12,0.009411764705882352,0.07538378522587115,48,87,20,1267,1
0.13635602479062167,0,0,0.0,0.0,2,0.005089058524173028,0.023094010767585032,48,9,20,375,1
0.007709043446859083,0,2,0.0018467220683287165,0.008964374649555988,1,0.010752688172043012,0.02599376224550182,48,1037,20,74,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,48,42,20,16,-1
0.009015046321189593,0,4,0.03278688524590164,0.06537204504606134,0,0.0,0.0,48,78,20,23,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,48,1461,20,101,-1
0.16972777852106744,1,2,0.015384615384615385,0.031234752377721213,0,0.0,0.0,82,50,3,2,1
0.16972777852106744,1,0,0.0,0.0,0,0.0,0.0,82,83,3,50,1
0.0,0,0,0.0,0.0,0,0.0,0.0,82,173,3,19,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,82,1182,3,326,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,82,150,3,14,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,82,413,3,44,-1
0.06159282949867607,1,185,0.026999416228838294,0.05835747277140513,57,0.13411764705882354,0.24996874624341675,5045,1992,319,163,1
0.06369371060253033,1,107,0.018851303735024666,0.05545299554278611,57,0.10940499040307101,0.19830315875552418,5045,738,319,259,1
0.06159282949867607,1,200,0.024102193299590263,0.04791826899957243,67,0.11375212224108659,0.2043452329367513,5045,3453,319,337,1
0.0636036500595498,1,2,3.857280617164899E-4,0.002362953841946323,1,0.0029411764705882353,0.01193694844179296,5045,142,319,22,1
0.06159282949867607,1,154,0.022754137115839245,0.050044689523668535,57,0.12311015118790497,0.2251031049342212,5045,1877,319,201,1
0.004649741850779572,0,84,0.015245009074410164,0.05047339625695191,37,0.0891566265060241,0.17963069990133412,5045,549,319,133,-1
0.0038219302077400533,0,3,5.893909626719057E-4,0.006096352221315868,3,0.009174311926605505,0.05064418313919596,5045,48,319,11,-1
0.005065591717093048,0,4,7.892659826361484E-4,0.010837959504561543,5,0.013297872340425532,0.03555320999892452,5045,27,319,62,-1
0.0025760236665580308,0,1,1.802776275464215E-4,6.277481220779215E-4,0,0.0,0.0,5045,503,319,21,-1
0.0968829914189458,0,3,0.02564102564102564,0.0804373380257578,125,0.18518518518518517,0.3465929890131347,107,13,227,573,1
0.0925050357333146,1,15,0.015321756894790603,0.04868975175486234,37,0.09113300492610837,0.1670944095027165,107,887,227,216,1
0.0925050357333146,0,20,0.04201680672268908,0.09803097140587667,139,0.1646919431279621,0.3355374300888849,107,389,227,756,1
0.0925050357333146,1,31,0.030009680542110357,0.09687547302592549,38,0.0987012987012987,0.18015347029142095,107,957,227,196,1
0.09364190352078122,1,4,0.03278688524590164,0.08871382443754448,22,0.0738255033557047,0.15141478281504983,107,19,227,93,1
0.0039873858460378634,0,0,0.0,0.0,1,0.004048582995951417,0.014483630075779205,107,249,227,21,-1
0.004740985312808021,0,7,0.02413793103448276,0.049094105404215646,8,0.02909090909090909,0.07095500661777422,107,190,227,56,-1
0.004740985312808021,0,4,0.0113314447592068,0.02445671362062972,4,0.0136986301369863,0.031961158831949776,107,250,227,69,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,107,62,227,1,-1
0.08358668328933569,1,14,0.028397565922920892,0.06992836012750657,23,0.0970464135021097,0.19166666666666668,409,98,180,80,1
0.08358668328933569,0,21,0.01948051948051948,0.03953057170991813,83,0.0307179866765359,0.12120986736693617,409,690,180,2605,1
0.08422205339561915,0,7,0.014925373134328358,0.042286231656784815,29,0.0675990675990676,0.12964009702323986,409,67,180,278,1
0.08496981903414551,0,1,0.002079002079002079,0.005787312262183146,5,0.01592356687898089,0.0316101350754534,409,73,180,139,1
0.08724457142072874,0,3,0.00641025641025641,0.018839256361406848,12,0.02654867256637168,0.053074489243427524,409,62,180,284,1
0.0,0,0,0.0,0.0,0,0.0,0.0,409,56,180,23,-1
0.003823967252429446,0,6,0.004029550033579583,0.009002739500302868,3,0.013761467889908258,0.03492151478847891,409,1086,180,41,-1
0.005704393045309893,0,7,0.014028056112224449,0.03514394567061187,14,0.058333333333333334,0.12130422381234182,409,97,180,74,-1
0.0076746490036406385,0,1,0.002183406113537118,0.006992836012750656,4,0.016597510373443983,0.036980013081681945,409,50,180,65,-1
0.11317591304012375,1,15,0.09740259740259741,0.1885636706828509,12,0.3157894736842105,0.48154341234307685,113,56,23,27,1
0.11317591304012375,1,17,0.06007067137809187,0.11694694907447493,12,0.16901408450704225,0.3230291412348993,113,187,23,60,1
0.11317591304012375,1,24,0.07100591715976332,0.1430778305445915,15,0.08064516129032258,0.23443224142227245,113,249,23,178,1
0.11317591304012375,1,13,0.07142857142857142,0.13505081343787217,11,0.2391304347826087,0.3933591969186834,113,82,23,34,1
0.11317591304012375,1,36,0.18461538461538463,0.3117613514260352,16,0.3137254901960784,0.5029556907695452,113,118,23,44,1
0.0,0,0,0.0,0.0,0,0.0,0.0,113,84,23,16,-1
0.008064189728105336,0,1,0.00205761316872428,0.004864351807625828,2,0.03389830508474576,0.06765100914917384,113,374,23,38,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,113,1448,23,167,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,113,121,23,114,-1
0.1002571142336107,0,37,0.0589171974522293,0.13757023502289908,19,0.09223300970873786,0.16977825732176163,137,528,101,124,1
0.09704984151347314,1,135,0.7894736842105263,0.887217567628944,22,0.16417910447761194,0.29517573218556964,137,169,101,55,1
0.0987760119192606,0,8,0.02888086642599278,0.05618221349008504,32,0.09467455621301775,0.19413916234133521,137,148,101,269,1
0.1002571142336107,1,135,0.8083832335329342,0.8979073215328939,19,0.168141592920354,0.33955651464352327,137,165,101,31,1
0.09704984151347314,1,132,0.9565217391304348,0.9778850961600324,33,0.15865384615384615,0.2775167719232966,137,133,101,140,1
0.006913359599929563,0,0,0.0,0.0,3,0.01195219123505976,0.024133196686197626,137,197,101,153,-1
0.0060524455700882605,0,0,0.0,0.0,4,0.03076923076923077,0.0692854966641995,137,313,101,33,-1
0.006103689846121319,0,0,0.0,0.0,1,0.00423728813559322,0.008532373514259528,137,108,101,136,-1
0.004681546343729612,0,0,0.0,0.0,1,0.008849557522123894,0.027597366233044082,137,297,101,13,-1
0.11753647681797276,1,6,0.004163775156141568,0.018143538875481695,2,0.022727272727272728,0.0632139541241014,80,1367,13,77,1
0.1688181125863339,0,0,0.0,0.0,4,0.010416666666666666,0.057289189923154626,80,9,13,375,1
0.11961641840801138,1,16,2.324432693145829E-4,0.006821430787415097,5,0.004646840148698885,0.04243387589068118,80,68770,13,1068,1
0.12172671744642215,0,3,0.019867549668874173,0.038990643368252725,0,0.0,0.0,80,74,13,182,1
0.12061270085276732,0,6,0.006904487917146145,0.023791547571544325,5,0.002051702913418137,0.028137439277976756,80,795,13,2429,1
0.0,0,0,0.0,0.0,0,0.0,0.0,80,95,13,69,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,80,182,13,141,-1
0.006856335943806861,0,2,0.0026917900403768506,0.0086710996952412,0,0.0,0.0,80,665,13,22,-1
0.00707101001712211,0,6,0.011049723756906077,0.030975607708665035,0,0.0,0.0,80,469,13,127,-1
0.11471726421904138,1,9,0.04433497536945813,0.08490566037735849,1,0.08333333333333333,0.15811388300841897,106,106,8,5,1
0.11979325561166593,1,4,0.012345679012345678,0.026075375514594126,2,0.017699115044247787,0.06835859270246633,106,222,8,107,1
0.11471726421904138,1,4,4.6503516828460154E-5,0.0013254935430481308,3,6.46551724137931E-4,0.015579423821243896,106,85913,8,4635,1
0.11471726421904138,1,4,3.934297236156192E-4,0.0038725779569210366,1,0.001639344262295082,0.01439780709302267,106,10065,8,603,1
0.16082551629052685,1,4,6.755615605472049E-4,0.005093107936151502,0,0.0,0.0,106,5819,8,120,1
0.0,0,0,0.0,0.0,0,0.0,0.0,106,89,8,3,-1
0.004710940120278672,0,1,0.0013605442176870747,0.003869695501771434,1,0.005555555555555556,0.026880166528523517,106,630,8,173,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,106,78,8,17,-1
0.004710940120278672,0,1,0.0050,0.009965182684649137,0,0.0,0.0,106,95,8,33,-1
0.06535431973169677,1,3085,0.5861675850275508,0.739874213204812,81,0.43315508021390375,0.6262158695076628,3983,4365,99,169,1
0.06381342771301636,0,2051,0.17095940651829625,0.32393182481917465,78,0.125,0.31924076976296145,3983,10065,99,603,1
0.06381342771301636,1,3063,0.6493534025863896,0.787628722203227,66,0.584070796460177,0.7416198487095663,3983,3797,99,80,1
0.06395467012064737,0,722,0.10147575544624034,0.18427914526145198,42,0.3088235294117647,0.4749174720869308,3983,3854,99,79,1
0.06386644536065518,0,4,9.478672985781991E-4,0.0040826891707082735,28,0.109375,0.20689717931002058,3983,241,99,185,1
0.003036701958959609,0,2,4.6761748889408465E-4,0.001841954876997856,2,0.010526315789473684,0.02084351331602408,3983,296,99,93,-1
0.004246373684447754,0,7,0.0012685755708590069,0.002824559319647217,1,0.004048582995951417,0.00823359059589065,3983,1542,99,149,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,3983,0,99,11,-1
0.09702874943477342,0,17,0.005482102547565301,0.026418385285951515,74,0.040547945205479455,0.14491707550447894,139,2979,149,1750,1
0.09849278852487917,1,12,0.0502092050209205,0.09617558454562522,63,0.15441176470588236,0.28762026322146034,139,112,149,322,1
0.09518458552866021,1,2,5.8375412276349205E-5,9.183170101269848E-4,29,0.022568093385214007,0.06960523451046019,139,34124,149,1165,1
0.09602043349804106,1,21,0.05172413793103448,0.10495802518321175,12,0.056074766355140186,0.11203217029978338,139,288,149,77,1
0.09553406837783708,1,22,0.05569620253164557,0.11191618119499314,19,0.0867579908675799,0.16499297880690714,139,278,149,89,1
0.004354376392851746,0,6,0.004889975550122249,0.015386335189463373,12,0.029484029484029485,0.05982824035954105,139,1094,149,270,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,139,38,149,20,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,139,292,149,61,-1
0.003468469954324364,0,2,0.00477326968973747,0.01010178314735884,36,0.03525954946131244,0.09787379818595446,139,282,149,908,-1
0.21470432886309335,1,0,0.0,0.0,2,0.047619047619047616,0.1432229748078866,9,716,5,39,1
0.21539305966474323,0,2,0.025,0.07802743146408704,0,0.0,0.0,9,73,5,826,1
0.2161669427949998,0,3,0.023076923076923078,0.08980265101338744,0,0.0,0.0,9,124,5,1116,1
0.21539305966474323,0,1,0.038461538461538464,0.07856742013183861,0,0.0,0.0,9,18,5,3654,1
0.21539305966474323,0,1,0.0070921985815602835,0.028903665650804,0,0.0,0.0,9,133,5,912,1
0.0,0,0,0.0,0.0,0,0.0,0.0,9,66,5,15,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,9,164,5,31,-1
0.018194898515416277,0,1,0.00684931506849315,0.02837521769195829,0,0.0,0.0,9,138,5,79,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,9,108,5,24,-1
0.10546609629246484,1,20,0.01189767995240928,0.03940980421916038,10,0.006997900629811057,0.049452863595341054,168,1533,29,1410,1
0.10348405094815423,1,20,0.03787878787878788,0.07915594835766294,3,0.030927835051546393,0.06611394640818899,168,380,29,71,1
0.1004726087960112,1,1,0.003246753246753247,0.0064973431298787545,1,0.010638297872340425,0.022857516044124723,168,141,29,66,1
0.1027504703961695,0,11,0.04044117647058824,0.07913873867198119,10,0.04184100418410042,0.12519577145903357,168,115,29,220,1
0.10205154397179077,0,0,0.0,0.0,6,0.0033240997229916896,0.026393586082163193,168,6,29,1782,1
0.0,0,0,0.0,0.0,0,0.0,0.0,168,0,29,491,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,168,68,29,69,-1
0.0,0,0,0.0,0.0,0,0.0,0.0,168,42,29,9,-1
0.004179027840501982,0,0,0.0,0.0,1,0.01818181818181818,0.03573708449459316,168,255,29,27,-1
0.11941998972620547,0,5,0.023809523809523808,0.04756514941544941,2,8.149959250203749E-4,0.020194809793050484,85,130,4,2452,1
0.11927736407196293,1,7,0.04827586206896552,0.09275795723482445,0,0.0,0.0,85,67,4,6,1
0.11927736407196293,0,16,0.05460750853242321,0.11595420713048969,0,0.0,0.0,85,224,4,61,1
0.16837483701165715,0,0,0.0,0.0,2,0.002053388090349076,0.032075014954979206,85,2608,4,972,1
0.11927736407196293,0,8,0.044444444444444446,0.08549917256572245,0,0.0,0.0,85,103,4,118,1
